          605.7,               0            1.9,               0
          606.6,               0           1.88,               0
          607.5,               0          1.858,               0
          608.4,               0          1.838,               0
          609.3,               0          1.836,               0
          610.2,               0           1.84,               0
          611.1,               0           1.82,               0
          612.1,               0          1.793,               0
            613,               0          1.817,               0
          613.9,               0          1.903,               0
          614.8,               0          2.024,               0
          615.7,               0          2.195,               0
          616.6,               0          2.481,               0
          617.6,               0          2.944,               0
          618.5,               0          3.618,               0
          619.4,               0          4.429,               0
          620.3,               0          4.977,               0
          621.2,               0          4.811,               0
          622.1,               0          4.039,               0
            623,               0          3.206,               0
            624,               0          2.591,               0
          624.9,               0          2.176,               0
          625.8,               0          1.898,               0
          626.7,               0          1.713,               0
          627.6,               0          1.584,               0
          628.5,               0          1.483,               0
          629.4,               0          1.406,               0
          630.4,               0           1.36,               0
          631.3,               0          1.331,               0
          632.2,               0          1.297,               0
          633.1,               0          1.254,               0
            634,               0          1.218,               0
          634.9,               0          1.194,               0
          635.9,               0          1.175,               0
          636.8,               0          1.158,               0
          637.7,               0          1.141,               0
          638.6,               0          1.125,               0
          639.5,               0          1.106,               0
          640.4,               0          1.093,               0
          641.3,               0           1.09,               0
          642.3,               0          1.088,               0
          643.2,               0          1.074,               0
          644.1,               0          1.058,               0
            645,               0           1.06,               0
          645.9,               0          1.079,               0
          646.8,               0          1.086,               0
          647.7,               0          1.069,               0
          648.7,               0          1.044,               0
          649.6,               0          1.041,               0
          650.5,               0          1.052,               0
          651.4,               0          1.052,               0
          652.3,               0          1.049,               0
          653.2,               0          1.089,               0
          654.1,               0          1.189,               0
          655.1,               0          1.294,               0
            656,               0          1.336,               0
          656.9,               0          1.309,               0
          657.8,               0          1.243,               0
          658.7,               0          1.157,               0
          659.6,               0          1.081,               0
          660.6,               0          1.044,               0
          661.5,               0          1.027,               0
          662.4,               0          1.002,               0
          663.3,               0         0.9803,               0
          664.2,               0         0.9829,               0
          665.1,               0         0.9958,               0
            666,               0         0.9898,               0
            667,               0         0.9725,               0
          667.9,               0         0.9678,               0
          668.8,               0         0.9789,               0
          669.7,               0         0.9883,               0
          670.6,               0         0.9868,               0
          671.5,               0         0.9831,               0
          672.4,               0         0.9857,               0
          673.4,               0         0.9876,               0
          674.3,               0         0.9814,               0
          675.2,               0         0.9751,               0
          676.1,               0         0.9777,               0
            677,               0         0.9876,               0
          677.9,               0         0.9976,               0
          678.9,               0          1.009,               0
          679.8,               0          1.023,               0
          680.7,               0          1.034,               0
          681.6,               0          1.039,               0
          682.5,               0           1.04,               0
          683.4,               0          1.043,               0
          684.3,               0          1.055,               0
          685.3,               0          1.071,               0
          686.2,               0          1.075,               0
          687.1,               0          1.065,               0
            688,               0          1.061,               0
          688.9,               0          1.082,               0
          689.8,               0          1.124,               0
          690.7,               0          1.163,               0
          691.7,               0          1.188,               0
          692.6,               0            1.2,               0
          693.5,               0            1.2,               0
          694.4,               0          1.186,               0
          695.3,               0          1.169,               0
          696.2,               0           1.17,               0
          697.1,               0          1.197,               0
          698.1,               0          1.222,               0
            699,               0          1.227,               0
          699.9,               0          1.237,               0
          700.8,               0          1.278,               0
          701.7,               0          1.321,               0
          702.6,               0           1.34,               0
          703.6,               0          1.354,               0
          704.5,               0          1.386,               0
          705.4,               0          1.418,               0
          706.3,               0          1.435,               0
          707.2,               0          1.464,               0
          708.1,               0          1.521,               0
            709,               0          1.577,               0
            710,               0          1.614,               0
          710.9,               0          1.647,               0
          711.8,               0          1.715,               0
          712.7,               0          1.867,               0
          713.6,               0           2.16,               0
          714.5,               0          2.558,               0
          715.4,               0          2.761,               0
          716.4,               0          2.559,               0
          717.3,               0          2.302,               0
          718.2,               0          2.206,               0
          719.1,               0          2.237,               0
            720,               0          2.296,               0
          720.9,               0          2.354,               0
          721.9,               0          2.445,               0
          722.8,               0          2.565,               0
          723.7,               0          2.677,               0
          724.6,               0          2.777,               0
          725.5,               0          2.902,               0
          726.4,               0          3.049,               0
          727.3,               0          3.197,               0
          728.3,               0          3.355,               0
          729.2,               0          3.538,               0
          730.1,               0          3.714,               0
            731,               0           3.86,               0
          731.9,               0          4.007,               0
          732.8,               0          4.185,               0
          733.7,               0          4.384,               0
          734.7,               0          4.592,               0
          735.6,               0          4.837,               0
          736.5,               0          5.086,               0
          737.4,               0          5.171,               0
          738.3,               0          5.063,               0
          739.2,               0          5.013,               0
          740.1,               0          5.147,               0
          741.1,               0          5.297,               0
            742,               0          5.214,               0
          742.9,               0          5.047,               0
          743.8,               0          5.025,               0
          744.7,               0          5.123,               0
          745.6,               0          5.162,               0
          746.6,               0          5.074,               0
          747.5,               0          4.977,               0
          748.4,               0          4.947,               0
          749.3,               0          4.954,               0
          750.2,               0          4.955,               0
          751.1,               0           4.95,               0
            752,               0          4.971,               0
            753,               0          5.029,               0
          753.9,               0          5.131,               0
          754.8,               0          5.312,               0
          755.7,               0          5.575,               0
          756.6,               0          5.819,               0
          757.5,               0          5.969,               0
          758.4,               0           6.11,               0
          759.4,               0          6.213,               0
          760.3,               0          6.018,               0
          761.2,               0          5.652,               0
          762.1,               0          5.407,               0
            763,               0          5.321,               0
          763.9,               0          5.295,               0
          764.9,               0          5.237,               0
          765.8,               0          5.159,               0
          766.7,               0          5.127,               0
          767.6,               0          5.141,               0
          768.5,               0           5.08,               0
          769.4,               0           4.87,               0
          770.3,               0          4.655,               0
          771.3,               0           4.59,               0
          772.2,               0           4.69,               0
          773.1,               0          4.828,               0
            774,               0          4.799,               0
          774.9,               0          4.524,               0
          775.8,               0          4.125,               0
          776.7,               0          3.767,               0
          777.7,               0          3.509,               0
          778.6,               0          3.321,               0
          779.5,               0          3.163,               0
          780.4,               0          3.027,               0
          781.3,               0           2.91,               0
          782.2,               0          2.794,               0
          783.1,               0          2.672,               0
          784.1,               0          2.555,               0
            785,               0          2.461,               0
          785.9,               0           2.39,               0
          786.8,               0          2.328,               0
          787.7,               0          2.262,               0
          788.6,               0          2.184,               0
          789.6,               0            2.1,               0
          790.5,               0          2.028,               0
          791.4,               0          1.982,               0
          792.3,               0          1.944,               0
          793.2,               0          1.898,               0
          794.1,               0          1.845,               0
            795,               0          1.798,               0
            796,               0           1.76,               0
          796.9,               0           1.73,               0
          797.8,               0          1.707,               0
          798.7,               0          1.683,               0
          799.6,               0          1.649,               0
          800.5,               0          1.614,               0
          801.4,               0           1.59,               0
          802.4,               0          1.567,               0
          803.3,               0           1.53,               0
          804.2,               0          1.484,               0
          805.1,               0          1.459,               0
            806,               0          1.463,               0
          806.9,               0          1.468,               0
          807.9,               0           1.45,               0
          808.8,               0          1.413,               0
          809.7,               0          1.381,               0
          810.6,               0          1.363,               0
          811.5,               0          1.355,               0
          812.4,               0          1.348,               0
          813.3,               0          1.339,               0
          814.3,               0          1.318,               0
          815.2,               0          1.292,               0
          816.1,               0          1.277,               0
            817,               0          1.274,               0
          817.9,               0          1.269,               0
          818.8,               0          1.253,               0
          819.7,               0          1.235,               0
          820.7,               0          1.226,               0
          821.6,               0          1.221,               0
          822.5,               0          1.219,               0
          823.4,               0          1.226,               0
          824.3,               0          1.243,               0
          825.2,               0          1.265,               0
          826.1,               0           1.28,               0
          827.1,               0           1.28,               0
            828,               0          1.272,               0
          828.9,               0           1.28,               0
          829.8,               0          1.324,               0
          830.7,               0          1.435,               0
          831.6,               0          1.672,               0
          832.6,               0          2.106,               0
          833.5,               0          2.651,               0
          834.4,               0          2.664,               0
          835.3,               0          2.104,               0
          836.2,               0          1.659,               0
          837.1,               0          1.442,               0
            838,               0          1.362,               0
            839,               0          1.332,               0
          839.9,               0           1.33,               0
          840.8,               0           1.38,               0
          841.7,               0          1.446,               0
          842.6,               0          1.427,               0
          843.5,               0          1.307,               0
          844.4,               0          1.183,               0
          845.4,               0          1.121,               0
          846.3,               0          1.109,               0
          847.2,               0          1.115,               0
          848.1,               0          1.121,               0
            849,               0           1.12,               0
          849.9,               0          1.104,               0
          850.9,               0          1.084,               0
          851.8,               0          1.084,               0
          852.7,               0          1.102,               0
          853.6,               0          1.115,               0
          854.5,               0          1.109,               0
          855.4,               0          1.098,               0
          856.3,               0          1.108,               0
          857.3,               0          1.154,               0
          858.2,               0          1.214,               0
          859.1,               0          1.248,               0
            860,               0          1.242,               0
          860.9,               0          1.216,               0
          861.8,               0          1.187,               0
          862.7,               0          1.154,               0
          863.7,               0          1.118,               0
          864.6,               0          1.092,               0
          865.5,               0          1.078,               0
          866.4,               0          1.072,               0
          867.3,               0          1.076,               0
          868.2,               0          1.093,               0
          869.1,               0          1.113,               0
          870.1,               0          1.118,               0
            871,               0          1.113,               0
          871.9,               0          1.117,               0
          872.8,               0          1.131,               0
          873.7,               0          1.137,               0
          874.6,               0          1.133,               0
          875.6,               0          1.138,               0
          876.5,               0          1.155,               0
          877.4,               0          1.169,               0
          878.3,               0          1.168,               0
          879.2,               0          1.157,               0
          880.1,               0          1.151,               0
            881,               0          1.165,               0
            882,               0          1.193,               0
          882.9,               0          1.213,               0
          883.8,               0          1.208,               0
          884.7,               0          1.197,               0
          885.6,               0           1.21,               0
          886.5,               0          1.242,               0
          887.4,               0          1.258,               0
          888.4,               0          1.251,               0
          889.3,               0          1.246,               0
          890.2,               0          1.261,               0
          891.1,               0          1.291,               0
            892,               0          1.329,               0
          892.9,               0          1.372,               0
          893.9,               0           1.41,               0
          894.8,               0           1.43,               0
          895.7,               0           1.43,               0
          896.6,               0          1.424,               0
          897.5,               0          1.434,               0
          898.4,               0          1.469,               0
          899.3,               0          1.519,               0
          900.3,               0          1.566,               0
          901.2,               0          1.604,               0
          902.1,               0          1.645,               0
            903,               0          1.724,               0
          903.9,               0           1.86,               0
          904.8,               0          2.032,               0
          905.7,               0          2.186,               0
          906.7,               0          2.284,               0
          907.6,               0          2.356,               0
          908.5,               0          2.474,               0
          909.4,               0          2.693,               0
          910.3,               0          3.045,               0
          911.2,               0          3.525,               0
          912.1,               0          4.084,               0
          913.1,               0          4.536,               0
            914,               0          4.683,               0
          914.9,               0          4.704,               0
          915.8,               0          4.677,               0
          916.7,               0          4.599,               0
          917.6,               0          4.474,               0
          918.6,               0          4.222,               0
          919.5,               0          3.815,               0
          920.4,               0          3.365,               0
          921.3,               0          2.959,               0
          922.2,               0          2.628,               0
          923.1,               0          2.382,               0
            924,               0          2.213,               0
            925,               0          2.096,               0
          925.9,               0          2.006,               0
          926.8,               0           1.93,               0
          927.7,               0          1.867,               0
          928.6,               0           1.82,               0
          929.5,               0          1.797,               0
          930.4,               0          1.801,               0
          931.4,               0          1.822,               0
          932.3,               0           1.84,               0
          933.2,               0          1.838,               0
          934.1,               0          1.822,               0
            935,               0          1.814,               0
          935.9,               0          1.816,               0
          936.9,               0          1.824,               0
          937.8,               0           1.84,               0
          938.7,               0          1.864,               0
          939.6,               0           1.89,               0
          940.5,               0          1.912,               0
          941.4,               0          1.938,               0
          942.3,               0          1.978,               0
          943.3,               0          2.023,               0
          944.2,               0          2.063,               0
          945.1,               0          2.097,               0
            946,               0          2.132,               0
          946.9,               0          2.174,               0
          947.8,               0          2.226,               0
          948.7,               0          2.294,               0
          949.7,               0          2.369,               0
          950.6,               0          2.437,               0
          951.5,               0          2.492,               0
          952.4,               0          2.541,               0
          953.3,               0          2.599,               0
          954.2,               0          2.672,               0
          955.1,               0          2.758,               0
          956.1,               0          2.856,               0
            957,               0          2.973,               0
          957.9,               0          3.107,               0
          958.8,               0          3.245,               0
          959.7,               0          3.386,               0
          960.6,               0          3.558,               0
          961.6,               0          3.776,               0
          962.5,               0          4.026,               0
          963.4,               0           4.28,               0
          964.3,               0           4.53,               0
          965.2,               0          4.789,               0
          966.1,               0          5.048,               0
            967,               0          5.241,               0
            968,               0          5.305,               0
          968.9,               0          5.252,               0
          969.8,               0          5.164,               0
          970.7,               0          5.136,               0
          971.6,               0          5.217,               0
          972.5,               0          5.363,               0
          973.4,               0          5.436,               0
          974.4,               0          5.368,               0
          975.3,               0          5.253,               0
          976.2,               0          5.182,               0
          977.1,               0           5.18,               0
            978,               0          5.241,               0
          978.9,               0          5.332,               0
          979.9,               0          5.391,               0
          980.8,               0          5.367,               0
          981.7,               0          5.265,               0
          982.6,               0          5.119,               0
          983.5,               0          4.969,               0
          984.4,               0          4.853,               0
          985.3,               0          4.786,               0
          986.3,               0          4.746,               0
          987.2,               0          4.717,               0
          988.1,               0          4.719,               0
            989,               0          4.783,               0
          989.9,               0            4.9,               0
          990.8,               0           5.05,               0
          991.7,               0          5.205,               0
          992.7,               0          5.285,               0
          993.6,               0          5.224,               0
          994.5,               0          5.124,               0
          995.4,               0          5.137,               0
          996.3,               0          5.271,               0
          997.2,               0          5.363,               0
          998.1,               0          5.297,               0
          999.1,               0          5.202,               0
           1000,               0          5.193,               0
